
Initialized RTC: 0x01Dev config complete
SCAN START
RSSI: -75 [da:00:41:49:11:fc]
RSSI: -71 [da:00:41:58:12:2c]
RSSI: -82 [da:00:41:58:12:2c]
RSSI: -71 [da:00:41:66:12:5c]
RSSI: -80 [da:00:41:73:12:7c]
RSSI: -77 [da:00:41:73:12:7c]
RSSI: -80 [da:00:41:82:12:ac]
RSSI: -78 [da:00:41:82:12:ac]
RSSI: -72 [da:00:41:90:12:cc]
RSSI: -77 [da:00:41:9d:12:fc]
RSSI: -73 [da:00:41:9d:12:fc]
RSSI: -77 [da:00:41:ac:13:1c]
RSSI: -77 [da:00:41:ac:13:1c]
RSSI: -76 [da:00:41:ba:13:4c]
RSSI: -72 [da:00:41:c7:13:6c]
RSSI: -74 [da:00:41:d6:13:9c]
RSSI: -74 [da:00:41:d6:13:9c]
RSSI: -77 [da:00:41:e4:13:cc]
RSSI: -75 [da:00:41:e4:13:cc]
RSSI: -69 [da:00:41:f1:13:ec]
RSSI: -78 [da:00:41:f1:13:ec]
RSSI: -70 [da:00:42:00:14:1c]
RSSI: -78 [da:00:42:0f:14:4c]
RSSI: -75 [da:00:42:0f:14:4c]
RSSI: -76 [da:00:42:1b:14:6c]
RSSI: -73 [da:00:42:1b:14:6c]
RSSI: -73 [da:00:42:2a:14:9c]
RSSI: -71 [da:00:42:39:14:cc]
RSSI: -74 [da:00:42:39:14:cc]
RSSI: -73 [da:00:42:45:14:ec]
RSSI: -71 [da:00:42:45:14:ec]
RSSI: -74 [da:00:42:54:15:1c]
RSSI: -75 [da:00:42:54:15:1c]
RSSI: -80 [da:00:42:63:15:4c]
RSSI: -76 [da:00:42:6f:15:6c]
RSSI: -76 [da:00:42:6f:15:6c]
RSSI: -76 [da:00:42:7e:15:9c]
RSSI: -76 [da:00:42:7e:15:9c]
RSSI: -87 [da:00:42:8d:15:cc]
RSSI: -76 [da:00:42:8d:15:cc]
RSSI: -78 [da:00:42:99:15:ec]
RSSI: -82 [da:00:42:ae:16:2c]
RSSI: -82 [da:00:42:ae:16:2c]
RSSI: -92 [da:00:42:be:16:5c]
RSSI: -81 [da:00:42:ca:16:7c]
RSSI: -84 [da:00:42:ca:16:7c]
RSSI: -82 [da:00:42:d9:00:2c]
RSSI: -83 [da:00:42:e8:00:5c]
RSSI: -84 [da:00:42:f5:00:7c]
RSSI: -85 [da:00:43:03:00:ac]
RSSI: -85 [da:00:43:03:00:ac]
RSSI: -82 [da:00:43:03:00:ac]
RSSI: -79 [da:00:43:12:00:dc]
RSSI: -83 [da:00:43:12:00:dc]
RSSI: -79 [da:00:43:1f:00:fc]
RSSI: -76 [da:00:43:1f:00:fc]
RSSI: -78 [da:00:43:2e:01:2c]
RSSI: -80 [da:00:43:3c:01:5c]
RSSI: -76 [da:00:43:49:01:7c]
RSSI: -79 [da:00:43:49:01:7c]
RSSI: -76 [da:00:43:58:01:ac]
RSSI: -75 [da:00:43:58:01:ac]
RSSI: -81 [da:00:43:67:01:dc]
RSSI: -78 [da:00:43:67:01:dc]
RSSI: -87 [da:00:43:82:02:2c]
RSSI: -86 [da:00:43:91:02:5c]
RSSI: -82 [da:00:43:9d:02:7c]
RSSI: -79 [da:00:43:9d:02:7c]
RSSI: -78 [da:00:43:9d:02:7c]
RSSI: -78 [da:00:43:ac:02:ac]
RSSI: -73 [da:00:43:bb:02:dc]
RSSI: -72 [da:00:43:bb:02:dc]
RSSI: -71 [da:00:43:c8:02:fc]
RSSI: -75 [da:00:43:d7:03:2c]
RSSI: -74 [da:00:43:d7:03:2c]
RSSI: -70 [da:00:43:d7:03:2c]
RSSI: -67 [da:00:43:e5:03:5c]
RSSI: -70 [da:00:43:f2:03:7c]
RSSI: -69 [da:00:43:f2:03:7c]
RSSI: -75 [da:00:44:01:03:ac]
RSSI: -78 [da:00:44:10:03:dc]
RSSI: -83 [da:00:44:1c:03:fc]
RSSI: -72 [da:00:44:1c:03:fc]
RSSI: -72 [da:00:44:2b:04:2c]
RSSI: -70 [da:00:44:2b:04:2c]
RSSI: -67 [da:00:44:3a:04:5c]
RSSI: -66 [da:00:44:3a:04:5c]
RSSI: -64 [da:00:44:47:04:7c]
RSSI: -60 [da:00:44:55:04:ac]
RSSI: -62 [da:00:44:55:04:ac]
RSSI: -59 [da:00:44:64:04:cc]
RSSI: -60 [da:00:44:71:04:fc]
RSSI: -58 [da:00:44:71:04:fc]
RSSI: -59 [da:00:44:80:05:2c]
RSSI: -55 [da:00:44:8f:05:4c]
RSSI: -56 [da:00:44:9b:05:7c]
RSSI: -58 [da:00:44:aa:05:ac]
RSSI: -56 [da:00:44:aa:05:ac]
RSSI: -56 [da:00:44:aa:05:ac]
RSSI: -54 [da:00:44:b9:05:dc]
RSSI: -58 [da:00:44:b9:05:dc]
RSSI: -54 [da:00:44:c6:05:fc]
RSSI: -54 [da:00:44:c6:05:fc]
RSSI: -56 [da:00:44:d4:06:2c]
RSSI: -58 [da:00:44:e3:06:5c]
RSSI: -57 [da:00:44:e3:06:5c]
RSSI: -55 [da:00:44:f0:06:7c]
RSSI: -60 [da:00:44:f0:06:7c]
RSSI: -59 [da:00:44:ff:06:ac]
RSSI: -57 [da:00:44:ff:06:ac]
RSSI: -62 [da:00:45:0e:06:cc]
RSSI: -62 [da:00:45:0e:06:cc]
RSSI: -65 [da:00:45:1a:06:fc]
RSSI: -66 [da:00:45:1a:06:fc]
RSSI: -66 [da:00:45:29:07:2c]
RSSI: -73 [da:00:45:29:07:2c]
RSSI: -79 [da:00:45:38:07:4c]
RSSI: -82 [da:00:45:38:07:4c]
RSSI: -77 [da:00:45:38:07:4c]
RSSI: -78 [da:00:45:45:07:7c]
RSSI: -75 [da:00:45:45:07:7c]
RSSI: -72 [da:00:45:54:07:9c]
RSSI: -67 [da:00:45:63:07:cc]
RSSI: -65 [da:00:45:6f:07:ec]
RSSI: -65 [da:00:45:6f:07:ec]
RSSI: -68 [da:00:45:7e:08:1c]
RSSI: -66 [da:00:45:7e:08:1c]
RSSI: -66 [da:00:45:8d:08:4c]
RSSI: -70 [da:00:45:8d:08:4c]
RSSI: -70 [da:00:45:8d:08:4c]
RSSI: -76 [da:00:45:a9:08:9c]
RSSI: -74 [da:00:45:b7:08:cc]
RSSI: -76 [da:00:45:b7:08:cc]
RSSI: -72 [da:00:45:c4:08:ec]
RSSI: -73 [da:00:45:c4:08:ec]
RSSI: -72 [da:00:45:d3:09:1c]
RSSI: -72 [da:00:45:e2:09:4c]
RSSI: -71 [da:00:45:e2:09:4c]
RSSI: -74 [da:00:45:ef:09:6c]
RSSI: -74 [da:00:45:ef:09:6c]
RSSI: -78 [da:00:45:fe:09:9c]
RSSI: -78 [da:00:46:0c:09:cc]
RSSI: -74 [da:00:46:0c:09:cc]
RSSI: -81 [da:00:46:19:09:ec]
RSSI: -74 [da:00:46:19:09:ec]
RSSI: -77 [da:00:46:28:0a:1c]
RSSI: -74 [da:00:46:28:0a:1c]
RSSI: -70 [da:00:46:37:0a:3c]
RSSI: -78 [da:00:46:44:0a:6c]
RSSI: -71 [da:00:46:44:0a:6c]
RSSI: -82 [da:00:46:53:0a:8c]
RSSI: -80 [da:00:46:53:0a:8c]
RSSI: -87 [da:00:46:61:0a:bc]
RSSI: -68 [da:00:46:6e:0a:dc]
RSSI: -73 [da:00:46:7d:0b:0c]
RSSI: -69 [da:00:46:7d:0b:0c]
RSSI: -81 [da:00:46:8c:0b:3c]
RSSI: -81 [da:00:46:8c:0b:3c]
RSSI: -76 [da:00:46:8c:0b:3c]
RSSI: -85 [da:00:46:99:0b:5c]
RSSI: -76 [da:00:46:a8:0b:8c]
RSSI: -75 [da:00:46:b6:0b:bc]
RSSI: -80 [da:00:46:c3:0b:dc]
RSSI: -79 [da:00:46:c3:0b:dc]
RSSI: -73 [da:00:46:c3:0b:dc]
RSSI: -76 [da:00:46:d2:0c:0c]
RSSI: -73 [da:00:46:e1:0c:3c]
RSSI: -74 [da:00:46:e1:0c:3c]
RSSI: -77 [da:00:46:ee:0c:5c]
RSSI: -80 [da:00:46:fd:0c:8c]
RSSI: -85 [da:00:46:fd:0c:8c]
RSSI: -74 [da:00:47:0c:0c:bc]
RSSI: -85 [da:00:47:0c:0c:bc]
RSSI: -79 [da:00:47:18:0c:dc]
RSSI: -70 [da:00:47:18:0c:dc]
RSSI: -75 [da:00:47:27:0d:0c]
RSSI: -76 [da:00:47:36:0d:3c]
RSSI: -76 [da:00:47:36:0d:3c]
RSSI: -73 [da:00:47:43:0d:5c]
RSSI: -77 [da:00:47:43:0d:5c]
RSSI: -79 [da:00:47:52:0d:8c]
RSSI: -75 [da:00:47:52:0d:8c]
RSSI: -82 [da:00:47:61:0d:bc]
RSSI: -84 [da:00:47:61:0d:bc]
RSSI: -91 [da:00:47:6d:0d:dc]
RSSI: -71 [da:00:47:7c:0e:0c]
RSSI: -85 [da:00:47:7c:0e:0c]
RSSI: -77 [da:00:47:8b:0e:3c]
RSSI: -72 [da:00:47:8b:0e:3c]
RSSI: -77 [da:00:47:98:0e:5c]
RSSI: -74 [da:00:47:98:0e:5c]
RSSI: -73 [da:00:47:a7:0e:7c]
RSSI: -73 [da:00:47:a7:0e:7c]
RSSI: -80 [da:00:47:b6:0e:ac]
RSSI: -78 [da:00:47:c3:0e:cc]
RSSI: -75 [da:00:47:d2:0e:fc]
RSSI: -80 [da:00:47:d2:0e:fc]
RSSI: -79 [da:00:47:e1:0f:2c]
RSSI: -80 [da:00:47:ed:0f:4c]
RSSI: -80 [da:00:47:fc:0f:7c]
RSSI: -77 [da:00:47:fc:0f:7c]
RSSI: -86 [da:00:48:0b:0f:ac]
RSSI: -73 [da:00:48:27:0f:fc]
RSSI: -76 [da:00:48:36:10:2c]
RSSI: -81 [da:00:48:43:10:4c]
RSSI: -72 [da:00:48:43:10:4c]
RSSI: -77 [da:00:48:52:10:7c]
RSSI: -70 [da:00:48:61:10:ac]
RSSI: -70 [da:00:48:61:10:ac]
RSSI: -68 [da:00:48:6d:10:cc]
RSSI: -73 [da:00:48:7d:10:fc]
RSSI: -67 [da:00:48:7d:10:fc]
RSSI: -73 [da:00:48:8b:11:2c]
RSSI: -73 [da:00:48:8b:11:2c]
RSSI: -67 [da:00:48:98:11:4c]
RSSI: -74 [da:00:48:98:11:4c]
RSSI: -68 [da:00:48:a7:11:7c]
RSSI: -74 [da:00:48:b6:11:9c]
RSSI: -74 [da:00:48:b6:11:9c]
RSSI: -72 [da:00:48:c3:11:cc]
RSSI: -77 [da:00:48:c3:11:cc]
RSSI: -71 [da:00:48:d2:11:fc]
RSSI: -70 [da:00:48:d2:11:fc]
RSSI: -70 [da:00:48:d2:11:fc]
RSSI: -80 [da:00:48:e1:12:1c]
RSSI: -74 [da:00:48:e1:12:1c]
RSSI: -82 [da:00:48:ee:12:4c]
RSSI: -77 [da:00:48:ee:12:4c]
RSSI: -68 [da:00:48:fd:12:6c]
RSSI: -86 [da:00:48:fd:12:6c]
RSSI: -77 [da:00:49:0c:12:9c]
RSSI: -68 [da:00:49:0c:12:9c]
RSSI: -85 [da:00:49:18:12:cc]
RSSI: -77 [da:00:49:18:12:cc]
RSSI: -80 [da:00:49:27:12:ec]
RSSI: -75 [da:00:49:27:12:ec]
RSSI: -70 [da:00:49:37:13:1c]
RSSI: -72 [da:00:49:43:13:4c]
RSSI: -69 [da:00:49:43:13:4c]
RSSI: -73 [da:00:49:52:13:6c]
RSSI: -69 [da:00:49:52:13:6c]
RSSI: -72 [da:00:49:61:13:9c]
RSSI: -66 [da:00:49:6e:13:cc]
RSSI: -68 [da:00:49:7d:13:fc]
RSSI: -65 [da:00:49:7d:13:fc]
RSSI: -73 [da:00:49:8c:14:1c]
RSSI: -74 [da:00:49:8c:14:1c]
RSSI: -68 [da:00:49:8c:14:1c]
RSSI: -68 [da:00:49:8c:14:1c]
RSSI: -75 [da:00:49:99:14:4c]
RSSI: -68 [da:00:49:a8:14:7c]
RSSI: -68 [da:00:49:a8:14:7c]
RSSI: -69 [da:00:49:b7:14:9c]
RSSI: -72 [da:00:49:c4:14:cc]
RSSI: -68 [da:00:49:c4:14:cc]
RSSI: -71 [da:00:49:d3:14:fc]
RSSI: -69 [da:00:49:e2:15:1c]
RSSI: -72 [da:00:49:ee:15:4c]
RSSI: -81 [da:00:49:fe:15:7c]
RSSI: -79 [da:00:49:fe:15:7c]
RSSI: -73 [da:00:4a:0d:15:9c]
RSSI: -80 [da:00:4a:0d:15:9c]
RSSI: -77 [da:00:4a:19:15:cc]
RSSI: -75 [da:00:4a:29:15:fc]
RSSI: -79 [da:00:4a:38:16:1c]
RSSI: -76 [da:00:4a:38:16:1c]
RSSI: -81 [da:00:4a:44:16:4c]
RSSI: -81 [da:00:4a:44:16:4c]
RSSI: -74 [da:00:4a:53:16:7c]
RSSI: -78 [da:00:4a:62:00:2c]
RSSI: -83 [da:00:4a:6f:00:5c]
RSSI: -79 [da:00:4a:6f:00:5c]
RSSI: -82 [da:00:4a:7e:00:8c]
RSSI: -78 [da:00:4a:8d:00:bc]
RSSI: -73 [da:00:4a:8d:00:bc]
RSSI: -73 [da:00:4a:9a:00:dc]
RSSI: -73 [da:00:4a:a9:01:0c]
RSSI: -71 [da:00:4a:a9:01:0c]
RSSI: -69 [da:00:4a:b8:01:3c]
RSSI: -72 [da:00:4a:b8:01:3c]
RSSI: -70 [da:00:4a:c5:01:5c]
RSSI: -69 [da:00:4a:c5:01:5c]
RSSI: -69 [da:00:4a:c5:01:5c]
RSSI: -69 [da:00:4a:d4:01:8c]
RSSI: -71 [da:00:4a:e3:01:bc]
RSSI: -68 [da:00:4a:e3:01:bc]
RSSI: -67 [da:00:4a:f0:01:dc]
RSSI: -69 [da:00:4a:f0:01:dc]
RSSI: -67 [da:00:4a:ff:02:0c]
RSSI: -69 [da:00:4b:0e:02:3c]
RSSI: -69 [da:00:4b:0e:02:3c]
RSSI: -71 [da:00:4b:1b:02:5c]
RSSI: -71 [da:00:4b:1b:02:5c]
RSSI: -71 [da:00:4b:2a:02:8c]
RSSI: -70 [da:00:4b:2a:02:8c]
RSSI: -70 [da:00:4b:39:02:bc]
RSSI: -71 [da:00:4b:39:02:bc]
RSSI: -67 [da:00:4b:46:02:dc]
RSSI: -66 [da:00:4b:46:02:dc]
RSSI: -66 [da:00:4b:46:02:dc]
RSSI: -64 [da:00:4b:55:03:0c]
RSSI: -65 [da:00:4b:64:03:3c]
RSSI: -65 [da:00:4b:64:03:3c]
RSSI: -63 [da:00:4b:71:03:5c]
RSSI: -64 [da:00:4b:71:03:5c]
RSSI: -65 [da:00:4b:80:03:8c]
RSSI: -72 [da:00:4b:8f:03:bc]
RSSI: -70 [da:00:4b:9c:03:dc]
RSSI: -79 [da:00:4b:9c:03:dc]
RSSI: -74 [da:00:4b:ab:04:0c]
RSSI: -85 [da:00:4b:ab:04:0c]
RSSI: -64 [da:00:4b:ba:04:3c]
RSSI: -61 [da:00:4b:c7:04:5c]
RSSI: -61 [da:00:4b:c7:04:5c]
RSSI: -59 [da:00:4b:c7:04:5c]
RSSI: -61 [da:00:4b:d6:04:8c]
RSSI: -58 [da:00:4b:d6:04:8c]
RSSI: -56 [da:00:4b:e5:04:bc]
RSSI: -58 [da:00:4b:e5:04:bc]
RSSI: -56 [da:00:4b:f2:04:dc]
RSSI: -54 [da:00:4b:f2:04:dc]
RSSI: -54 [da:00:4c:01:05:0c]
RSSI: -53 [da:00:4c:01:05:0c]
RSSI: -53 [da:00:4c:10:05:3c]
RSSI: -52 [da:00:4c:1d:05:5c]
RSSI: -53 [da:00:4c:1d:05:5c]
RSSI: -53 [da:00:4c:2c:05:8c]
RSSI: -51 [da:00:4c:2c:05:8c]
RSSI: -51 [da:00:4c:2c:05:8c]
RSSI: -53 [da:00:4c:3b:05:bc]
RSSI: -53 [da:00:4c:48:05:dc]
RSSI: -53 [da:00:4c:48:05:dc]
RSSI: -52 [da:00:4c:57:06:0c]
RSSI: -53 [da:00:4c:57:06:0c]
RSSI: -54 [da:00:4c:67:06:3c]
RSSI: -52 [da:00:4c:67:06:3c]
RSSI: -55 [da:00:4c:73:06:5c]
RSSI: -56 [da:00:4c:82:06:8c]
RSSI: -56 [da:00:4c:82:06:8c]
RSSI: -55 [da:00:4c:92:06:bc]
RSSI: -56 [da:00:4c:92:06:bc]
RSSI: -58 [da:00:4c:92:06:bc]
RSSI: -59 [da:00:4c:9e:06:dc]
RSSI: -59 [da:00:4c:9e:06:dc]
RSSI: -62 [da:00:4c:ae:07:0c]
RSSI: -63 [da:00:4c:ae:07:0c]
RSSI: -69 [da:00:4c:bd:07:3c]
RSSI: -75 [da:00:4c:c9:07:6c]
RSSI: -73 [da:00:4c:c9:07:6c]
RSSI: -75 [da:00:4c:d9:07:8c]
RSSI: -72 [da:00:4c:d9:07:8c]
RSSI: -67 [da:00:4c:e8:07:bc]
RSSI: -66 [da:00:4c:f5:07:ec]
RSSI: -65 [da:00:4c:f5:07:ec]
RSSI: -64 [da:00:4d:04:08:1c]
RSSI: -67 [da:00:4d:04:08:1c]
RSSI: -65 [da:00:4d:13:08:4c]
RSSI: -65 [da:00:4d:13:08:4c]
RSSI: -68 [da:00:4d:20:08:6c]
RSSI: -75 [da:00:4d:2f:08:9c]
RSSI: -71 [da:00:4d:2f:08:9c]
RSSI: -76 [da:00:4d:3e:08:cc]
RSSI: -76 [da:00:4d:3e:08:cc]
RSSI: -74 [da:00:4d:4b:08:ec]
RSSI: -74 [da:00:4d:4b:08:ec]
RSSI: -71 [da:00:4d:5a:09:1c]
RSSI: -71 [da:00:4d:5a:09:1c]
RSSI: -73 [da:00:4d:69:09:4c]
RSSI: -71 [da:00:4d:76:09:6c]
RSSI: -76 [da:00:4d:76:09:6c]
RSSI: -74 [da:00:4d:86:09:9c]
RSSI: -73 [da:00:4d:86:09:9c]
RSSI: -77 [da:00:4d:95:09:cc]
RSSI: -73 [da:00:4d:a2:09:ec]
RSSI: -75 [da:00:4d:a2:09:ec]
RSSI: -70 [da:00:4d:b1:0a:1c]
RSSI: -71 [da:00:4d:b1:0a:1c]
RSSI: -72 [da:00:4d:c0:0a:4c]
RSSI: -71 [da:00:4d:c0:0a:4c]
RSSI: -70 [da:00:4d:dc:0a:9c]
RSSI: -79 [da:00:4d:dc:0a:9c]
RSSI: -72 [da:00:4d:eb:0a:cc]
RSSI: -69 [da:00:4d:eb:0a:cc]
RSSI: -74 [da:00:4d:f8:0a:ec]
RSSI: -70 [da:00:4d:f8:0a:ec]
RSSI: -73 [da:00:4e:07:0b:1c]
RSSI: -70 [da:00:4e:07:0b:1c]
RSSI: -70 [da:00:4e:17:0b:4c]
RSSI: -73 [da:00:4e:23:0b:6c]
RSSI: -74 [da:00:4e:23:0b:6c]
RSSI: -74 [da:00:4e:33:0b:9c]
RSSI: -74 [da:00:4e:33:0b:9c]
RSSI: -76 [da:00:4e:42:0b:cc]
RSSI: -71 [da:00:4e:4f:0b:fc]
RSSI: -73 [da:00:4e:4f:0b:fc]
RSSI: -70 [da:00:4e:5e:0c:1c]
RSSI: -71 [da:00:4e:5e:0c:1c]
RSSI: -73 [da:00:4e:6d:0c:4c]
RSSI: -77 [da:00:4e:7a:0c:7c]
RSSI: -78 [da:00:4e:7a:0c:7c]
RSSI: -74 [da:00:4e:89:0c:9c]
RSSI: -87 [da:00:4e:89:0c:9c]
RSSI: -80 [da:00:4e:99:0c:cc]
RSSI: -71 [da:00:4e:99:0c:cc]
RSSI: -81 [da:00:4e:a5:0c:fc]
RSSI: -73 [da:00:4e:a5:0c:fc]
RSSI: -75 [da:00:4e:b5:0d:1c]
RSSI: -71 [da:00:4e:b5:0d:1c]
RSSI: -70 [da:00:4e:c4:0d:4c]
RSSI: -70 [da:00:4e:c4:0d:4c]
RSSI: -74 [da:00:4e:d0:0d:7c]
RSSI: -73 [da:00:4e:d0:0d:7c]
RSSI: -79 [da:00:4e:e0:0d:9c]
RSSI: -79 [da:00:4e:ef:0d:cc]
RSSI: -69 [da:00:4e:fc:0d:ec]
RSSI: -76 [da:00:4e:fc:0d:ec]
RSSI: -74 [da:00:4f:0b:0e:1c]
RSSI: -67 [da:00:4f:0b:0e:1c]
RSSI: -73 [da:00:4f:1a:0e:4c]
RSSI: -73 [da:00:4f:1a:0e:4c]
RSSI: -76 [da:00:4f:27:0e:6c]
RSSI: -71 [da:00:4f:27:0e:6c]
RSSI: -77 [da:00:4f:37:0e:9c]
RSSI: -81 [da:00:4f:37:0e:9c]
RSSI: -91 [da:00:4f:46:0e:cc]
RSSI: -75 [da:00:4f:52:0e:ec]
RSSI: -76 [da:00:4f:52:0e:ec]
RSSI: -79 [da:00:4f:62:0f:1c]
RSSI: -84 [da:00:4f:62:0f:1c]
RSSI: -82 [da:00:4f:71:0f:4c]
RSSI: -83 [da:00:4f:8d:0f:9c]
RSSI: -87 [da:00:4f:9d:0f:cc]
RSSI: -86 [da:00:4f:9d:0f:cc]
RSSI: -79 [da:00:4f:a9:0f:ec]
RSSI: -81 [da:00:4f:a9:0f:ec]
RSSI: -77 [da:00:4f:b9:10:1c]
RSSI: -77 [da:00:4f:c8:10:4c]
RSSI: -71 [da:00:4f:c8:10:4c]
RSSI: -74 [da:00:4f:d5:10:6c]
RSSI: -69 [da:00:4f:d5:10:6c]
RSSI: -73 [da:00:4f:e4:10:9c]
RSSI: -73 [da:00:4f:e4:10:9c]
RSSI: -68 [da:00:4f:f3:10:cc]
RSSI: -73 [da:00:4f:f3:10:cc]
RSSI: -67 [da:00:50:00:10:ec]
RSSI: -73 [da:00:50:10:11:1c]
RSSI: -72 [da:00:50:10:11:1c]
RSSI: -68 [da:00:50:10:11:1c]
RSSI: -68 [da:00:50:10:11:1c]
RSSI: -72 [da:00:50:1f:11:4c]
RSSI: -73 [da:00:50:1f:11:4c]
RSSI: -71 [da:00:50:2c:11:6c]
RSSI: -70 [da:00:50:3b:11:9c]
RSSI: -74 [da:00:50:4b:11:cc]
RSSI: -70 [da:00:50:4b:11:cc]
RSSI: -77 [da:00:50:57:11:fc]
RSSI: -69 [da:00:50:67:12:1c]
RSSI: -73 [da:00:50:76:12:4c]
RSSI: -81 [da:00:50:83:12:7c]
RSSI: -81 [da:00:50:83:12:7c]
RSSI: -73 [da:00:50:83:12:7c]
RSSI: -80 [da:00:50:92:12:ac]
RSSI: -71 [da:00:50:a2:12:dc]
RSSI: -74 [da:00:50:ae:12:fc]
RSSI: -75 [da:00:50:be:13:2c]
RSSI: -72 [da:00:50:be:13:2c]
RSSI: -72 [da:00:50:cd:13:5c]
RSSI: -73 [da:00:50:cd:13:5c]
RSSI: -73 [da:00:50:cd:13:5c]
RSSI: -71 [da:00:50:da:13:7c]
RSSI: -69 [da:00:50:ee:13:bc]
RSSI: -71 [da:00:50:ee:13:bc]
RSSI: -67 [da:00:50:ff:13:ec]
RSSI: -68 [da:00:51:0b:14:0c]
RSSI: -74 [da:00:51:1b:14:3c]
RSSI: -70 [da:00:51:1b:14:3c]
RSSI: -67 [da:00:51:2a:14:6c]
RSSI: -67 [da:00:51:2a:14:6c]
RSSI: -71 [da:00:51:37:14:8c]
RSSI: -71 [da:00:51:37:14:8c]
RSSI: -69 [da:00:51:46:14:bc]
RSSI: -70 [da:00:51:56:14:ec]
RSSI: -70 [da:00:51:62:15:0c]
RSSI: -70 [da:00:51:62:15:0c]
RSSI: -74 [da:00:51:81:15:6c]
RSSI: -76 [da:00:51:81:15:6c]
RSSI: -77 [da:00:51:8e:15:8c]
RSSI: -77 [da:00:51:8e:15:8c]
RSSI: -74 [da:00:51:9e:15:bc]
RSSI: -74 [da:00:51:9e:15:bc]
RSSI: -73 [da:00:51:ad:15:ec]
RSSI: -84 [da:00:51:ad:15:ec]
RSSI: -74 [da:00:51:ba:16:0c]
RSSI: -77 [da:00:51:c9:16:3c]
RSSI: -77 [da:00:51:c9:16:3c]
RSSI: -80 [da:00:51:c9:16:3c]
RSSI: -78 [da:00:51:d9:16:6c]
RSSI: -76 [da:00:51:e5:00:0c]
RSSI: -76 [da:00:51:f5:00:2c]
RSSI: -79 [da:00:52:04:00:5c]
RSSI: -76 [da:00:52:04:00:5c]
RSSI: -81 [da:00:52:11:00:8c]
RSSI: -79 [da:00:52:20:00:bc]
RSSI: -74 [da:00:52:30:00:ec]
RSSI: -75 [da:00:52:3c:01:0c]
RSSI: -72 [da:00:52:3c:01:0c]
RSSI: -72 [da:00:52:3c:01:0c]
RSSI: -75 [da:00:52:4c:01:3c]
RSSI: -73 [da:00:52:5c:01:6c]
RSSI: -75 [da:00:52:68:01:8c]
RSSI: -76 [da:00:52:78:01:bc]
RSSI: -75 [da:00:52:78:01:bc]
RSSI: -70 [da:00:52:94:02:0c]
RSSI: -70 [da:00:52:a3:02:3c]
RSSI: -82 [da:00:52:b3:02:6c]
RSSI: -81 [da:00:52:b3:02:6c]
RSSI: -75 [da:00:52:c0:02:8c]
RSSI: -71 [da:00:52:cf:02:bc]
RSSI: -70 [da:00:52:cf:02:bc]
RSSI: -67 [da:00:52:df:02:ec]
RSSI: -66 [da:00:52:df:02:ec]
RSSI: -67 [da:00:52:eb:03:1c]
RSSI: -64 [da:00:52:eb:03:1c]
RSSI: -67 [da:00:52:fb:03:4c]
RSSI: -63 [da:00:52:fb:03:4c]
RSSI: -62 [da:00:53:0a:03:6c]
RSSI: -69 [da:00:53:0a:03:6c]
RSSI: -66 [da:00:53:17:03:9c]
RSSI: -65 [da:00:53:17:03:9c]
RSSI: -76 [da:00:53:27:03:cc]
RSSI: -75 [da:00:53:36:03:fc]
RSSI: -73 [da:00:53:36:03:fc]
RSSI: -71 [da:00:53:43:04:1c]
RSSI: -64 [da:00:53:43:04:1c]
RSSI: -62 [da:00:53:52:04:4c]
RSSI: -60 [da:00:53:62:04:7c]
RSSI: -57 [da:00:53:62:04:7c]
RSSI: -57 [da:00:53:6f:04:9c]
RSSI: -54 [da:00:53:6f:04:9c]
RSSI: -55 [da:00:53:7e:04:cc]
RSSI: -52 [da:00:53:8e:04:fc]
RSSI: -53 [da:00:53:8e:04:fc]
RSSI: -51 [da:00:53:9a:05:1c]
RSSI: -53 [da:00:53:aa:05:4c]
RSSI: -51 [da:00:53:aa:05:4c]
RSSI: -51 [da:00:53:b9:05:7c]
RSSI: -52 [da:00:53:b9:05:7c]
RSSI: -51 [da:00:53:c6:05:ac]
RSSI: -50 [da:00:53:d6:05:cc]
RSSI: -51 [da:00:53:d6:05:cc]
RSSI: -52 [da:00:53:e5:05:fc]
RSSI: -51 [da:00:53:e5:05:fc]
RSSI: -53 [da:00:54:02:06:5c]
RSSI: -53 [da:00:54:02:06:5c]
RSSI: -53 [da:00:54:11:06:8c]
RSSI: -55 [da:00:54:1e:06:ac]
RSSI: -58 [da:00:54:2d:06:dc]
RSSI: -58 [da:00:54:2d:06:dc]
RSSI: -61 [da:00:54:3d:07:0c]
RSSI: -63 [da:00:54:4a:07:2c]
RSSI: -68 [da:00:54:4a:07:2c]
RSSI: -72 [da:00:54:59:07:5c]
RSSI: -66 [da:00:54:75:07:bc]
RSSI: -67 [da:00:54:75:07:bc]
RSSI: -64 [da:00:54:95:08:0c]
RSSI: -63 [da:00:54:95:08:0c]
RSSI: -65 [da:00:54:a1:08:3c]
RSSI: -63 [da:00:54:a1:08:3c]
RSSI: -66 [da:00:54:b1:08:6c]
RSSI: -67 [da:00:54:c1:08:8c]
RSSI: -75 [da:00:54:c1:08:8c]
RSSI: -72 [da:00:54:cd:08:bc]
RSSI: -72 [da:00:54:dd:08:ec]
RSSI: -71 [da:00:54:ed:09:1c]
RSSI: -68 [da:00:54:ed:09:1c]
RSSI: -74 [da:00:54:f9:09:3c]
RSSI: -68 [da:00:55:09:09:6c]
RSSI: -82 [da:00:55:09:09:6c]
