
Initialized RTC: 0x01Dev config complete
SCAN START
RSSI: -72 [da:00:9c:0a:13:8c]
RSSI: -71 [da:00:9c:0a:13:8c]
RSSI: -69 [da:00:9c:1a:13:bc]
RSSI: -71 [da:00:9c:1a:13:bc]
RSSI: -72 [da:00:9c:1a:13:bc]
RSSI: -67 [da:00:9c:26:13:ec]
RSSI: -70 [da:00:9c:36:14:1c]
RSSI: -67 [da:00:9c:36:14:1c]
RSSI: -73 [da:00:9c:46:14:4c]
RSSI: -70 [da:00:9c:46:14:4c]
RSSI: -70 [da:00:9c:46:14:4c]
RSSI: -74 [da:00:9c:53:14:6c]
RSSI: -70 [da:00:9c:62:14:9c]
RSSI: -73 [da:00:9c:62:14:9c]
RSSI: -70 [da:00:9c:72:14:cc]
RSSI: -71 [da:00:9c:72:14:cc]
RSSI: -71 [da:00:9c:7f:14:ec]
RSSI: -70 [da:00:9c:7f:14:ec]
RSSI: -70 [da:00:9c:7f:14:ec]
RSSI: -71 [da:00:9c:8e:15:1c]
RSSI: -71 [da:00:9c:8e:15:1c]
RSSI: -73 [da:00:9c:9e:15:4c]
RSSI: -71 [da:00:9c:ab:15:7c]
RSSI: -72 [da:00:9c:ab:15:7c]
RSSI: -78 [da:00:9c:bb:15:ac]
RSSI: -77 [da:00:9c:ca:15:cc]
RSSI: -78 [da:00:9c:ca:15:cc]
RSSI: -76 [da:00:9c:d7:15:fc]
RSSI: -75 [da:00:9c:e7:16:2c]
RSSI: -78 [da:00:9c:f7:16:5c]
RSSI: -82 [da:00:9d:03:16:7c]
RSSI: -81 [da:00:9d:03:16:7c]
RSSI: -90 [da:00:9d:13:00:2c]
RSSI: -76 [da:00:9d:23:00:5c]
RSSI: -80 [da:00:9d:2f:00:8c]
RSSI: -78 [da:00:9d:2f:00:8c]
RSSI: -76 [da:00:9d:3f:00:bc]
RSSI: -72 [da:00:9d:5c:01:0c]
RSSI: -74 [da:00:9d:5c:01:0c]
RSSI: -71 [da:00:9d:6b:01:3c]
RSSI: -73 [da:00:9d:7b:01:6c]
RSSI: -70 [da:00:9d:7b:01:6c]
RSSI: -72 [da:00:9d:88:01:8c]
RSSI: -70 [da:00:9d:88:01:8c]
RSSI: -70 [da:00:9d:98:01:bc]
RSSI: -69 [da:00:9d:a7:01:ec]
RSSI: -69 [da:00:9d:a7:01:ec]
RSSI: -69 [da:00:9d:a7:01:ec]
RSSI: -71 [da:00:9d:c4:02:4c]
RSSI: -71 [da:00:9d:c4:02:4c]
RSSI: -71 [da:00:9d:d4:02:7c]
RSSI: -72 [da:00:9d:e0:02:9c]
RSSI: -73 [da:00:9d:e0:02:9c]
RSSI: -70 [da:00:9d:f0:02:cc]
RSSI: -70 [da:00:9d:f0:02:cc]
RSSI: -67 [da:00:9e:00:02:fc]
RSSI: -66 [da:00:9e:0d:03:1c]
RSSI: -66 [da:00:9e:0d:03:1c]
RSSI: -65 [da:00:9e:0d:03:1c]
RSSI: -66 [da:00:9e:1c:03:4c]
RSSI: -66 [da:00:9e:1c:03:4c]
RSSI: -65 [da:00:9e:2c:03:7c]
RSSI: -67 [da:00:9e:2c:03:7c]
RSSI: -68 [da:00:9e:39:03:ac]
RSSI: -75 [da:00:9e:49:03:dc]
RSSI: -76 [da:00:9e:49:03:dc]
RSSI: -78 [da:00:9e:49:03:dc]
RSSI: -79 [da:00:9e:59:03:fc]
RSSI: -72 [da:00:9e:59:03:fc]
RSSI: -75 [da:00:9e:65:04:2c]
RSSI: -65 [da:00:9e:75:04:5c]
RSSI: -66 [da:00:9e:75:04:5c]
RSSI: -61 [da:00:9e:85:04:8c]
RSSI: -60 [da:00:9e:85:04:8c]
RSSI: -58 [da:00:9e:92:04:ac]
RSSI: -58 [da:00:9e:a1:04:dc]
RSSI: -57 [da:00:9e:a1:04:dc]
RSSI: -56 [da:00:9e:b1:05:0c]
RSSI: -55 [da:00:9e:b1:05:0c]
RSSI: -55 [da:00:9e:be:05:2c]
RSSI: -54 [da:00:9e:be:05:2c]
RSSI: -55 [da:00:9e:ce:05:5c]
RSSI: -53 [da:00:9e:ce:05:5c]
RSSI: -55 [da:00:9e:de:05:9c]
RSSI: -55 [da:00:9e:de:05:9c]
RSSI: -53 [da:00:9e:ea:05:bc]
RSSI: -54 [da:00:9e:ea:05:bc]
RSSI: -53 [da:00:9e:fa:05:ec]
RSSI: -55 [da:00:9f:0a:06:1c]
RSSI: -53 [da:00:9f:0a:06:1c]
RSSI: -55 [da:00:9f:17:06:3c]
RSSI: -56 [da:00:9f:27:06:6c]
RSSI: -55 [da:00:9f:36:06:9c]
RSSI: -58 [da:00:9f:43:06:cc]
RSSI: -57 [da:00:9f:43:06:cc]
RSSI: -61 [da:00:9f:53:06:ec]
RSSI: -61 [da:00:9f:53:06:ec]
RSSI: -60 [da:00:9f:53:06:ec]
RSSI: -64 [da:00:9f:63:07:1c]
RSSI: -65 [da:00:9f:6f:07:4c]
RSSI: -71 [da:00:9f:6f:07:4c]
RSSI: -74 [da:00:9f:7f:07:7c]
RSSI: -76 [da:00:9f:8f:07:ac]
RSSI: -70 [da:00:9f:9c:07:cc]
RSSI: -69 [da:00:9f:9c:07:cc]
RSSI: -68 [da:00:9f:ac:07:fc]
RSSI: -65 [da:00:9f:bc:08:2c]
RSSI: -64 [da:00:9f:bc:08:2c]
RSSI: -68 [da:00:9f:c8:08:4c]
RSSI: -66 [da:00:9f:c8:08:4c]
RSSI: -70 [da:00:9f:d8:08:7c]
RSSI: -80 [da:00:9f:e8:08:ac]
RSSI: -75 [da:00:9f:f5:08:dc]
RSSI: -76 [da:00:9f:f5:08:dc]
RSSI: -77 [da:00:a0:05:09:0c]
RSSI: -72 [da:00:a0:05:09:0c]
RSSI: -74 [da:00:a0:15:09:3c]
RSSI: -77 [da:00:a0:21:09:5c]
RSSI: -73 [da:00:a0:21:09:5c]
RSSI: -83 [da:00:a0:31:09:8c]
RSSI: -84 [da:00:a0:31:09:8c]
RSSI: -75 [da:00:a0:41:09:bc]
RSSI: -80 [da:00:a0:41:09:bc]
RSSI: -79 [da:00:a0:4e:09:dc]
RSSI: -79 [da:00:a0:4e:09:dc]
RSSI: -77 [da:00:a0:5e:0a:0c]
RSSI: -74 [da:00:a0:6e:0a:3c]
RSSI: -76 [da:00:a0:7b:0a:6c]
RSSI: -78 [da:00:a0:8b:0a:9c]
RSSI: -82 [da:00:a0:8b:0a:9c]
RSSI: -85 [da:00:a0:9a:0a:cc]
RSSI: -73 [da:00:a0:a7:0a:ec]
RSSI: -88 [da:00:a0:a7:0a:ec]
RSSI: -76 [da:00:a0:b7:0b:1c]
RSSI: -73 [da:00:a0:b7:0b:1c]
RSSI: -81 [da:00:a0:c7:0b:4c]
RSSI: -76 [da:00:a0:c7:0b:4c]
RSSI: -81 [da:00:a0:d4:0b:6c]
RSSI: -81 [da:00:a0:d4:0b:6c]
RSSI: -80 [da:00:a0:f4:0b:cc]
RSSI: -79 [da:00:a0:f4:0b:cc]
RSSI: -77 [da:00:a1:00:0b:fc]
RSSI: -78 [da:00:a1:10:0c:2c]
RSSI: -80 [da:00:a1:10:0c:2c]
RSSI: -78 [da:00:a1:20:0c:5c]
RSSI: -76 [da:00:a1:20:0c:5c]
RSSI: -77 [da:00:a1:20:0c:5c]
RSSI: -85 [da:00:a1:2d:0c:7c]
RSSI: -84 [da:00:a1:3d:0c:ac]
RSSI: -81 [da:00:a1:3d:0c:ac]
RSSI: -87 [da:00:a1:4d:0c:dc]
RSSI: -81 [da:00:a1:59:0d:0c]
RSSI: -76 [da:00:a1:59:0d:0c]
RSSI: -73 [da:00:a1:69:0d:3c]
RSSI: -75 [da:00:a1:69:0d:3c]
RSSI: -73 [da:00:a1:79:0d:6c]
RSSI: -73 [da:00:a1:79:0d:6c]
RSSI: -76 [da:00:a1:86:0d:8c]
RSSI: -76 [da:00:a1:96:0d:bc]
RSSI: -80 [da:00:a1:96:0d:bc]
RSSI: -72 [da:00:a1:a6:0d:ec]
RSSI: -80 [da:00:a1:a6:0d:ec]
RSSI: -70 [da:00:a1:b3:0e:0c]
RSSI: -71 [da:00:a1:c3:0e:3c]
RSSI: -76 [da:00:a1:d3:0e:6c]
RSSI: -73 [da:00:a1:d3:0e:6c]
RSSI: -73 [da:00:a1:d3:0e:6c]
RSSI: -74 [da:00:a1:df:0e:9c]
RSSI: -75 [da:00:a1:ef:0e:cc]
RSSI: -74 [da:00:a1:ef:0e:cc]
RSSI: -80 [da:00:a1:ff:0e:fc]
RSSI: -78 [da:00:a2:1c:0f:4c]
RSSI: -79 [da:00:a2:1c:0f:4c]
RSSI: -90 [da:00:a2:1c:0f:4c]
RSSI: -89 [da:00:a2:1c:0f:4c]
RSSI: -83 [da:00:a2:2c:0f:7c]
RSSI: -78 [da:00:a2:39:0f:9c]
RSSI: -89 [da:00:a2:49:0f:cc]
RSSI: -76 [da:00:a2:49:0f:cc]
RSSI: -84 [da:00:a2:59:0f:fc]
RSSI: -83 [da:00:a2:59:0f:fc]
RSSI: -81 [da:00:a2:59:0f:fc]
RSSI: -79 [da:00:a2:65:10:2c]
RSSI: -74 [da:00:a2:75:10:5c]
RSSI: -78 [da:00:a2:75:10:5c]
RSSI: -73 [da:00:a2:85:10:8c]
RSSI: -73 [da:00:a2:85:10:8c]
RSSI: -71 [da:00:a2:92:10:ac]
RSSI: -76 [da:00:a2:a2:10:dc]
RSSI: -76 [da:00:a2:a2:10:dc]
RSSI: -70 [da:00:a2:a2:10:dc]
RSSI: -71 [da:00:a2:b2:11:0c]
RSSI: -75 [da:00:a2:b2:11:0c]
RSSI: -72 [da:00:a2:bf:11:3c]
RSSI: -70 [da:00:a2:cf:11:6c]
RSSI: -73 [da:00:a2:cf:11:6c]
RSSI: -76 [da:00:a2:df:11:8c]
RSSI: -71 [da:00:a2:df:11:8c]
RSSI: -78 [da:00:a2:eb:11:bc]
RSSI: -73 [da:00:a2:fb:11:ec]
RSSI: -80 [da:00:a2:fb:11:ec]
RSSI: -74 [da:00:a3:0b:12:1c]
RSSI: -72 [da:00:a3:0b:12:1c]
RSSI: -74 [da:00:a3:18:12:3c]
RSSI: -75 [da:00:a3:18:12:3c]
RSSI: -76 [da:00:a3:28:12:6c]
RSSI: -72 [da:00:a3:45:12:bc]
RSSI: -78 [da:00:a3:55:12:ec]
RSSI: -73 [da:00:a3:55:12:ec]
RSSI: -80 [da:00:a3:65:13:1c]
RSSI: -76 [da:00:a3:65:13:1c]
RSSI: -75 [da:00:a3:72:13:4c]
RSSI: -73 [da:00:a3:82:13:7c]
RSSI: -72 [da:00:a3:82:13:7c]
RSSI: -71 [da:00:a3:92:13:ac]
RSSI: -72 [da:00:a3:92:13:ac]
RSSI: -70 [da:00:a3:9e:13:cc]
RSSI: -70 [da:00:a3:9e:13:cc]
RSSI: -72 [da:00:a3:af:13:fc]
RSSI: -70 [da:00:a3:af:13:fc]
RSSI: -69 [da:00:a3:bf:14:2c]
RSSI: -73 [da:00:a3:bf:14:2c]
RSSI: -69 [da:00:a3:cb:14:5c]
RSSI: -73 [da:00:a3:db:14:8c]
RSSI: -71 [da:00:a3:db:14:8c]
RSSI: -73 [da:00:a3:eb:14:bc]
RSSI: -72 [da:00:a3:eb:14:bc]
RSSI: -72 [da:00:a3:f8:14:dc]
RSSI: -72 [da:00:a4:08:15:0c]
RSSI: -73 [da:00:a4:08:15:0c]
RSSI: -70 [da:00:a4:18:15:3c]
RSSI: -72 [da:00:a4:18:15:3c]
RSSI: -74 [da:00:a4:25:15:5c]
RSSI: -74 [da:00:a4:25:15:5c]
RSSI: -78 [da:00:a4:35:15:8c]
RSSI: -78 [da:00:a4:35:15:8c]
RSSI: -78 [da:00:a4:35:15:8c]
RSSI: -80 [da:00:a4:45:15:bc]
RSSI: -76 [da:00:a4:45:15:bc]
RSSI: -88 [da:00:a4:52:15:ec]
RSSI: -77 [da:00:a4:62:16:1c]
RSSI: -79 [da:00:a4:62:16:1c]
RSSI: -78 [da:00:a4:72:16:4c]
RSSI: -80 [da:00:a4:72:16:4c]
RSSI: -84 [da:00:a4:72:16:4c]
RSSI: -83 [da:00:a4:8f:00:0c]
RSSI: -83 [da:00:a4:8f:00:0c]
RSSI: -80 [da:00:a4:9f:00:3c]
RSSI: -80 [da:00:a4:b4:00:7c]
RSSI: -82 [da:00:a4:b4:00:7c]
RSSI: -82 [da:00:a4:c4:00:ac]
RSSI: -80 [da:00:a4:d5:00:dc]
RSSI: -77 [da:00:a4:d5:00:dc]
RSSI: -74 [da:00:a4:e1:00:fc]
RSSI: -74 [da:00:a4:f1:01:2c]
RSSI: -75 [da:00:a4:f1:01:2c]
RSSI: -73 [da:00:a4:fe:01:5c]
RSSI: -75 [da:00:a5:0e:01:8c]
RSSI: -72 [da:00:a5:0e:01:8c]
RSSI: -74 [da:00:a5:1b:01:ac]
RSSI: -72 [da:00:a5:27:01:cc]
RSSI: -72 [da:00:a5:27:01:cc]
RSSI: -75 [da:00:a5:34:01:fc]
RSSI: -71 [da:00:a5:34:01:fc]
RSSI: -75 [da:00:a5:41:02:1c]
RSSI: -73 [da:00:a5:4d:02:4c]
RSSI: -71 [da:00:a5:4d:02:4c]
RSSI: -77 [da:00:a5:5a:02:6c]
RSSI: -75 [da:00:a5:5a:02:6c]
RSSI: -76 [da:00:a5:67:02:8c]
RSSI: -75 [da:00:a5:74:02:bc]
RSSI: -74 [da:00:a5:74:02:bc]
RSSI: -73 [da:00:a5:80:02:dc]
RSSI: -71 [da:00:a5:80:02:dc]
RSSI: -69 [da:00:a5:8d:02:fc]
RSSI: -70 [da:00:a5:8d:02:fc]
RSSI: -69 [da:00:a5:8d:02:fc]
RSSI: -68 [da:00:a5:9a:03:2c]
RSSI: -66 [da:00:a5:9a:03:2c]
RSSI: -69 [da:00:a5:a6:03:4c]
RSSI: -66 [da:00:a5:a6:03:4c]
RSSI: -64 [da:00:a5:b3:03:6c]
RSSI: -70 [da:00:a5:b3:03:6c]
RSSI: -67 [da:00:a5:c0:03:9c]
RSSI: -65 [da:00:a5:c0:03:9c]
RSSI: -73 [da:00:a5:cc:03:bc]
RSSI: -71 [da:00:a5:cc:03:bc]
RSSI: -69 [da:00:a5:d9:03:dc]
RSSI: -88 [da:00:a5:d9:03:dc]
RSSI: -77 [da:00:a5:e6:04:0c]
RSSI: -71 [da:00:a5:f3:04:2c]
RSSI: -68 [da:00:a5:f3:04:2c]
RSSI: -67 [da:00:a5:f3:04:2c]
RSSI: -69 [da:00:a5:ff:04:4c]
RSSI: -64 [da:00:a5:ff:04:4c]
RSSI: -61 [da:00:a6:0c:04:7c]
RSSI: -63 [da:00:a6:0c:04:7c]
RSSI: -60 [da:00:a6:19:04:9c]
RSSI: -60 [da:00:a6:19:04:9c]
RSSI: -58 [da:00:a6:19:04:9c]
RSSI: -59 [da:00:a6:25:04:cc]
RSSI: -58 [da:00:a6:25:04:cc]
RSSI: -56 [da:00:a6:32:04:ec]
RSSI: -56 [da:00:a6:32:04:ec]
RSSI: -56 [da:00:a6:3f:05:0c]
RSSI: -54 [da:00:a6:3f:05:0c]
RSSI: -55 [da:00:a6:4b:05:3c]
RSSI: -55 [da:00:a6:4b:05:3c]
RSSI: -53 [da:00:a6:58:05:5c]
RSSI: -54 [da:00:a6:58:05:5c]
RSSI: -54 [da:00:a6:65:05:7c]
RSSI: -53 [da:00:a6:65:05:7c]
RSSI: -53 [da:00:a6:72:05:ac]
RSSI: -54 [da:00:a6:72:05:ac]
RSSI: -53 [da:00:a6:7e:05:cc]
RSSI: -53 [da:00:a6:7e:05:cc]
RSSI: -54 [da:00:a6:8b:05:fc]
RSSI: -53 [da:00:a6:8b:05:fc]
RSSI: -54 [da:00:a6:98:06:1c]
RSSI: -55 [da:00:a6:98:06:1c]
RSSI: -53 [da:00:a6:a4:06:3c]
RSSI: -54 [da:00:a6:a4:06:3c]
RSSI: -55 [da:00:a6:b1:06:6c]
RSSI: -56 [da:00:a6:be:06:8c]
RSSI: -57 [da:00:a6:be:06:8c]
RSSI: -56 [da:00:a6:cb:06:ac]
RSSI: -56 [da:00:a6:cb:06:ac]
RSSI: -60 [da:00:a6:d8:06:dc]
RSSI: -59 [da:00:a6:d8:06:dc]
RSSI: -62 [da:00:a6:e4:06:fc]
RSSI: -65 [da:00:a6:e4:06:fc]
RSSI: -64 [da:00:a6:f1:07:2c]
RSSI: -75 [da:00:a6:fe:07:4c]
RSSI: -74 [da:00:a6:fe:07:4c]
RSSI: -77 [da:00:a7:0a:07:6c]
RSSI: -79 [da:00:a7:0a:07:6c]
RSSI: -72 [da:00:a7:17:07:9c]
RSSI: -70 [da:00:a7:24:07:bc]
RSSI: -67 [da:00:a7:24:07:bc]
RSSI: -66 [da:00:a7:31:07:ec]
RSSI: -66 [da:00:a7:31:07:ec]
RSSI: -69 [da:00:a7:31:07:ec]
RSSI: -66 [da:00:a7:3d:08:0c]
RSSI: -70 [da:00:a7:4a:08:2c]
RSSI: -67 [da:00:a7:4a:08:2c]
RSSI: -69 [da:00:a7:57:08:5c]
RSSI: -70 [da:00:a7:57:08:5c]
RSSI: -71 [da:00:a7:64:08:7c]
RSSI: -78 [da:00:a7:71:08:ac]
RSSI: -76 [da:00:a7:71:08:ac]
RSSI: -76 [da:00:a7:7d:08:cc]
RSSI: -75 [da:00:a7:7d:08:cc]
RSSI: -75 [da:00:a7:8a:08:fc]
RSSI: -78 [da:00:a7:97:09:1c]
RSSI: -73 [da:00:a7:97:09:1c]
RSSI: -72 [da:00:a7:a4:09:3c]
RSSI: -72 [da:00:a7:a4:09:3c]
RSSI: -74 [da:00:a7:b0:09:6c]
RSSI: -78 [da:00:a7:bd:09:8c]
RSSI: -77 [da:00:a7:bd:09:8c]
RSSI: -76 [da:00:a7:e3:09:fc]
RSSI: -75 [da:00:a7:e3:09:fc]
RSSI: -72 [da:00:a7:f0:0a:2c]
RSSI: -74 [da:00:a7:fd:0a:4c]
RSSI: -78 [da:00:a8:0a:0a:6c]
RSSI: -76 [da:00:a8:0a:0a:6c]
RSSI: -74 [da:00:a8:17:0a:9c]
RSSI: -76 [da:00:a8:23:0a:bc]
RSSI: -78 [da:00:a8:30:0a:ec]
RSSI: -74 [da:00:a8:30:0a:ec]
RSSI: -72 [da:00:a8:3d:0b:0c]
RSSI: -74 [da:00:a8:4a:0b:2c]
RSSI: -79 [da:00:a8:56:0b:5c]
RSSI: -76 [da:00:a8:56:0b:5c]
RSSI: -78 [da:00:a8:63:0b:7c]
RSSI: -77 [da:00:a8:70:0b:ac]
RSSI: -83 [da:00:a8:7d:0b:cc]
RSSI: -76 [da:00:a8:7d:0b:cc]
RSSI: -75 [da:00:a8:8a:0b:ec]
RSSI: -78 [da:00:a8:96:0c:1c]
RSSI: -83 [da:00:a8:a3:0c:3c]
RSSI: -82 [da:00:a8:a3:0c:3c]
RSSI: -80 [da:00:a8:b0:0c:6c]
RSSI: -86 [da:00:a8:bd:0c:8c]
RSSI: -89 [da:00:a8:ca:0c:bc]
RSSI: -86 [da:00:a8:ca:0c:bc]
RSSI: -76 [da:00:a8:d7:0c:dc]
RSSI: -82 [da:00:a8:e3:0c:fc]
RSSI: -80 [da:00:a8:f0:0d:2c]
RSSI: -75 [da:00:a8:fd:0d:4c]
RSSI: -78 [da:00:a9:0a:0d:6c]
RSSI: -77 [da:00:a9:17:0d:9c]
RSSI: -79 [da:00:a9:17:0d:9c]
RSSI: -77 [da:00:a9:23:0d:bc]
RSSI: -77 [da:00:a9:30:0d:ec]
RSSI: -79 [da:00:a9:3d:0e:0c]
RSSI: -74 [da:00:a9:3d:0e:0c]
RSSI: -75 [da:00:a9:4a:0e:2c]
RSSI: -72 [da:00:a9:56:0e:5c]
RSSI: -80 [da:00:a9:63:0e:7c]
RSSI: -72 [da:00:a9:63:0e:7c]
RSSI: -81 [da:00:a9:70:0e:ac]
RSSI: -81 [da:00:a9:70:0e:ac]
RSSI: -75 [da:00:a9:7d:0e:cc]
RSSI: -78 [da:00:a9:8a:0e:ec]
RSSI: -79 [da:00:a9:8a:0e:ec]
RSSI: -79 [da:00:a9:97:0f:1c]
RSSI: -88 [da:00:a9:a4:0f:3c]
RSSI: -81 [da:00:a9:b1:0f:6c]
RSSI: -82 [da:00:a9:be:0f:8c]
RSSI: -86 [da:00:a9:be:0f:8c]
RSSI: -86 [da:00:a9:ca:0f:bc]
RSSI: -85 [da:00:a9:d7:0f:dc]
RSSI: -83 [da:00:a9:d7:0f:dc]
RSSI: -76 [da:00:a9:e4:0f:fc]
RSSI: -82 [da:00:a9:e4:0f:fc]
RSSI: -80 [da:00:a9:f1:10:2c]
RSSI: -81 [da:00:a9:fe:10:4c]
RSSI: -77 [da:00:a9:fe:10:4c]
RSSI: -74 [da:00:aa:0b:10:7c]
RSSI: -81 [da:00:aa:0b:10:7c]
RSSI: -76 [da:00:aa:17:10:9c]
RSSI: -75 [da:00:aa:17:10:9c]
RSSI: -81 [da:00:aa:24:10:bc]
RSSI: -74 [da:00:aa:24:10:bc]
RSSI: -72 [da:00:aa:31:10:ec]
RSSI: -74 [da:00:aa:3e:11:0c]
RSSI: -74 [da:00:aa:3e:11:0c]
RSSI: -72 [da:00:aa:3e:11:0c]
RSSI: -78 [da:00:aa:4b:11:3c]
RSSI: -75 [da:00:aa:4b:11:3c]
RSSI: -79 [da:00:aa:58:11:5c]
RSSI: -76 [da:00:aa:64:11:7c]
RSSI: -72 [da:00:aa:64:11:7c]
RSSI: -80 [da:00:aa:72:11:ac]
RSSI: -76 [da:00:aa:72:11:ac]
RSSI: -72 [da:00:aa:7e:11:cc]
RSSI: -82 [da:00:aa:7e:11:cc]
RSSI: -75 [da:00:aa:8b:11:fc]
RSSI: -71 [da:00:aa:8b:11:fc]
RSSI: -84 [da:00:aa:98:12:1c]
RSSI: -75 [da:00:aa:98:12:1c]
RSSI: -71 [da:00:aa:a5:12:3c]
RSSI: -88 [da:00:aa:a5:12:3c]
RSSI: -75 [da:00:aa:b2:12:6c]
RSSI: -72 [da:00:aa:b2:12:6c]
RSSI: -90 [da:00:aa:bf:12:8c]
RSSI: -76 [da:00:aa:bf:12:8c]
RSSI: -72 [da:00:aa:cc:12:bc]
RSSI: -76 [da:00:aa:d8:12:dc]
RSSI: -72 [da:00:aa:d8:12:dc]
RSSI: -84 [da:00:aa:e5:13:0c]
RSSI: -76 [da:00:aa:e5:13:0c]
RSSI: -76 [da:00:aa:e5:13:0c]
RSSI: -80 [da:00:aa:f2:13:2c]
RSSI: -74 [da:00:aa:ff:13:5c]
RSSI: -73 [da:00:aa:ff:13:5c]
RSSI: -76 [da:00:ab:0c:13:7c]
RSSI: -73 [da:00:ab:0c:13:7c]
RSSI: -72 [da:00:ab:19:13:9c]
RSSI: -75 [da:00:ab:19:13:9c]
RSSI: -72 [da:00:ab:26:13:cc]
RSSI: -71 [da:00:ab:26:13:cc]
RSSI: -71 [da:00:ab:33:13:ec]
RSSI: -69 [da:00:ab:40:14:1c]
RSSI: -76 [da:00:ab:40:14:1c]
RSSI: -72 [da:00:ab:4c:14:3c]
RSSI: -68 [da:00:ab:4c:14:3c]
RSSI: -76 [da:00:ab:59:14:5c]
RSSI: -73 [da:00:ab:59:14:5c]
RSSI: -70 [da:00:ab:66:14:8c]
RSSI: -76 [da:00:ab:66:14:8c]
RSSI: -73 [da:00:ab:73:14:ac]
RSSI: -71 [da:00:ab:73:14:ac]
RSSI: -75 [da:00:ab:80:14:dc]
RSSI: -71 [da:00:ab:80:14:dc]
RSSI: -73 [da:00:ab:8d:14:fc]
RSSI: -74 [da:00:ab:8d:14:fc]
RSSI: -70 [da:00:ab:9a:15:1c]
RSSI: -70 [da:00:ab:9a:15:1c]
RSSI: -74 [da:00:ab:a7:15:4c]
RSSI: -71 [da:00:ab:a7:15:4c]
RSSI: -76 [da:00:ab:b4:15:6c]
RSSI: -75 [da:00:ab:c0:15:8c]
RSSI: -75 [da:00:ab:c0:15:8c]
RSSI: -75 [da:00:ab:c0:15:8c]
RSSI: -77 [da:00:ab:ce:15:bc]
RSSI: -77 [da:00:ab:ce:15:bc]
RSSI: -80 [da:00:ab:e7:16:0c]
RSSI: -77 [da:00:ab:f4:16:2c]
RSSI: -78 [da:00:ab:f4:16:2c]
RSSI: -82 [da:00:ac:01:16:5c]
RSSI: -83 [da:00:ac:1b:00:2c]
RSSI: -83 [da:00:ac:1b:00:2c]
RSSI: -88 [da:00:ac:28:00:4c]
RSSI: -78 [da:00:ac:35:00:7c]
RSSI: -81 [da:00:ac:42:00:9c]
RSSI: -81 [da:00:ac:4f:00:cc]
RSSI: -75 [da:00:ac:5c:00:ec]
RSSI: -74 [da:00:ac:69:01:1c]
RSSI: -75 [da:00:ac:76:01:3c]
RSSI: -71 [da:00:ac:82:01:5c]
RSSI: -72 [da:00:ac:90:01:8c]
RSSI: -73 [da:00:ac:9d:01:ac]
RSSI: -73 [da:00:ac:9d:01:ac]
RSSI: -71 [da:00:ac:9d:01:ac]
RSSI: -70 [da:00:ac:a9:01:dc]
RSSI: -70 [da:00:ac:b6:01:fc]
RSSI: -72 [da:00:ac:c3:02:2c]
RSSI: -71 [da:00:ac:c3:02:2c]
RSSI: -69 [da:00:ac:d0:02:4c]
RSSI: -70 [da:00:ac:d0:02:4c]
RSSI: -72 [da:00:ac:dd:02:6c]
RSSI: -75 [da:00:ac:ea:02:9c]
RSSI: -72 [da:00:ac:ea:02:9c]
RSSI: -72 [da:00:ac:f7:02:bc]
RSSI: -70 [da:00:ad:04:02:ec]
RSSI: -69 [da:00:ad:04:02:ec]
RSSI: -70 [da:00:ad:11:03:0c]
RSSI: -67 [da:00:ad:11:03:0c]
RSSI: -67 [da:00:ad:1e:03:2c]
RSSI: -70 [da:00:ad:1e:03:2c]
RSSI: -67 [da:00:ad:2b:03:5c]
RSSI: -67 [da:00:ad:2b:03:5c]
RSSI: -71 [da:00:ad:38:03:7c]
RSSI: -68 [da:00:ad:38:03:7c]
RSSI: -69 [da:00:ad:45:03:ac]
RSSI: -74 [da:00:ad:45:03:ac]
RSSI: -72 [da:00:ad:52:03:cc]
RSSI: -74 [da:00:ad:52:03:cc]
RSSI: -83 [da:00:ad:5f:03:fc]
RSSI: -84 [da:00:ad:6c:04:1c]
RSSI: -75 [da:00:ad:6c:04:1c]
RSSI: -71 [da:00:ad:79:04:4c]
RSSI: -70 [da:00:ad:79:04:4c]
RSSI: -69 [da:00:ad:86:04:6c]
RSSI: -65 [da:00:ad:86:04:6c]
RSSI: -64 [da:00:ad:92:04:8c]
RSSI: -64 [da:00:ad:92:04:8c]
RSSI: -61 [da:00:ad:a0:04:bc]
RSSI: -61 [da:00:ad:a0:04:bc]
RSSI: -61 [da:00:ad:ad:04:dc]
RSSI: -59 [da:00:ad:ad:04:dc]
RSSI: -60 [da:00:ad:b9:05:0c]
RSSI: -60 [da:00:ad:b9:05:0c]
RSSI: -58 [da:00:ad:c7:05:2c]
RSSI: -57 [da:00:ad:c7:05:2c]
RSSI: -59 [da:00:ad:d4:05:5c]
RSSI: -57 [da:00:ad:d4:05:5c]
RSSI: -58 [da:00:ad:e0:05:7c]
RSSI: -55 [da:00:ad:ee:05:9c]
RSSI: -55 [da:00:ad:ee:05:9c]
RSSI: -58 [da:00:ad:fb:05:cc]
RSSI: -56 [da:00:ad:fb:05:cc]
RSSI: -58 [da:00:ae:07:05:ec]
RSSI: -56 [da:00:ae:15:06:1c]
RSSI: -58 [da:00:ae:22:06:3c]
RSSI: -57 [da:00:ae:22:06:3c]
RSSI: -59 [da:00:ae:2e:06:5c]
RSSI: -59 [da:00:ae:3b:06:8c]
RSSI: -60 [da:00:ae:49:06:ac]
RSSI: -63 [da:00:ae:55:06:dc]
RSSI: -63 [da:00:ae:55:06:dc]
RSSI: -65 [da:00:ae:62:06:fc]
