loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z)
2025-02-18T11:27:34.045Z,1,1739878053.998775,53.38747075076159,-1.483790738284609,74.86083,0.02896988,1.337052,165.9224891557939,180,3.368451498606605,4.741104463553166,-9999
2025-02-18T11:27:35.044Z,2,1739878054.998761,53.38747424068323,-1.483800314258255,74.63881,0.1327781,1.419717,165.922480736484,180,3.368202437359026,4.741281406303317,-9999
2025-02-18T11:27:36.039Z,3,1739878055.998747,53.38747816817611,-1.483810404070855,74.73579,0.1388883,1.455249,165.9224718749124,180,3.369809519751071,4.74013932636836,-9999
2025-02-18T11:27:37.045Z,4,1739878056.998735,53.38748407631918,-1.483827490950573,74.34623,0.1270466,1.41284,165.9224568398004,180,3.369676624427127,4.740233800096598,-9999
2025-02-18T11:27:38.047Z,5,1739878057.998721,53.38749344973338,-1.48384913216217,74.21748,0.188493,1.563982,165.9224378690726,180,3.370359230872142,4.739748483586843,-9999
2025-02-18T11:27:39.045Z,6,1739878058.998708,53.38750267074033,-1.48386192868562,74.22266,0.1174463,1.383565,165.9224267913936,180,3.371648534780111,4.73883141615145,-9999
2025-02-18T11:27:40.044Z,7,1739878059.998695,53.38751733335793,-1.483863982840002,73.80736,0.07901075,1.351157,165.9224255140714,180,3.369383906562639,4.74044187001439,-9999
2025-02-18T11:27:41.044Z,8,1739878060.998682,53.3875386487863,-1.483846160810594,73.65525,1.200219,1.193822,42.05528669990149,52.27933729480493,3.371218676620933,4.739137228145123,-9999
2025-02-18T11:27:42.046Z,9,1739878061.998669,53.38755239154928,-1.483834525298848,73.58294,1.484942,1.130692,34.04182875977273,35.29327211195361,3.371360781973563,4.739036137291996,-9999
2025-02-18T11:27:43.042Z,10,1739878062.998655,53.38756124113849,-1.48381296712752,73.77676,1.546611,1.152175,43.62991494926319,33.12141976026071,3.372088070507852,4.738518658560654,-9999
2025-02-18T11:27:44.042Z,11,1739878063.998642,53.38757212753993,-1.483790761501213,73.79324,1.716916,1.15646,47.96309700028515,29.62100996810958,3.374654578233979,4.73669119854707,-9999
2025-02-18T11:27:45.045Z,12,1739878064.998629,53.3875759310679,-1.483773117781173,74.11327,1.421247,1.180328,56.2787247318324,33.88564460287274,3.375470044626321,4.736110113861292,-9999
2025-02-18T11:27:46.044Z,13,1739878065.998615,53.3875832025514,-1.483743353962673,73.33992,1.743881,1.20972,62.74299602322047,27.13209643059017,3.377792072128644,4.734454324444763,-9999
2025-02-18T11:27:47.044Z,14,1739878066.998603,53.38758671485176,-1.48371179997924,73.21664,1.903939,1.232743,69.83723121502729,24.66136736586822,3.37752630595591,4.734643923819895,-9999
2025-02-18T11:27:48.046Z,15,1739878067.998589,53.38758671835061,-1.483686214325414,73.2246,1.762354,1.202486,79.33566118177976,24.06630262785251,3.376928235729884,4.735070508822344,-9999
2025-02-18T11:27:49.046Z,16,1739878068.998576,53.38758914141948,-1.483664351681714,73.19052,1.596225,1.212292,78.88227790808762,26.26308849203589,3.377364186562863,4.734759569831546,-9999
2025-02-18T11:27:50.043Z,17,1739878069.999995,53.38758819189162,-1.483641073115263,73.26013,1.504822,1.274749,84.53621876184597,28.81310499704127,3.376819190638995,4.735148275030154,-9999
2025-02-18T11:27:51.046Z,18,1739878071.000004,53.38758275064269,-1.483614249710292,73.04982,1.614792,1.265808,96.72621404849963,26.93073320961442,3.376433329483238,4.735423423976316,-9999
2025-02-18T11:27:52.041Z,19,1739878071.999988,53.38757246024777,-1.483595170840582,73.16302,1.567526,1.181048,113.1251232237078,29.20213597341946,3.377561359383969,4.734618917757284,-9999
2025-02-18T11:27:53.043Z,20,1739878072.999987,53.38756164597478,-1.48357884425461,72.91611,1.501419,1.171937,124.1518502985837,33.01615399897761,3.373911311957955,4.737220650532439,-9999
2025-02-18T11:27:54.049Z,21,1739878073.999991,53.3875448737477,-1.483565560953525,72.90755,1.666547,1.118514,139.8307111382516,31.14029617754046,3.373046347137674,4.737836570930875,-9999
2025-02-18T11:27:55.045Z,22,1739878074.999976,53.38753303965441,-1.483553277172116,73.54327,1.553441,1.130844,143.799766166434,33.29670935660739,3.372047781411394,4.738547329368709,-9999
2025-02-18T11:27:56.040Z,23,1739878075.999975,53.3875187461536,-1.48354277571306,73.43655,1.587843,1.126454,149.3511264202055,32.88943454842811,3.370953289464309,4.739326001979457,-9999
2025-02-18T11:27:57.042Z,24,1739878076.999979,53.3875046541982,-1.483527884544166,73.96687,1.703887,1.092677,148.9870329553663,29.39629277154381,3.370592213741785,4.739582804578067,-9999
2025-02-18T11:27:58.038Z,25,1739878077.999964,53.38748577540735,-1.483514628712375,73.99262,2.029921,1.030968,153.5066520334632,25.07377773091132,3.366187503919847,4.742712169343898,-9999
2025-02-18T11:27:59.031Z,26,1739878078.999971,53.38747880064703,-1.483491754101467,73.28484,1.963962,1.013411,144.5569103131798,27.2739646520973,3.356567365904394,4.749525507978084,-9999
2025-02-18T11:28:00.045Z,27,1739878079.999974,53.38746998256215,-1.483496175348131,73.83253,1.647855,1.013838,155.3430946603642,31.12169272373152,3.359811200406908,4.747231375276449,-9999
2025-02-18T11:28:01.037Z,28,1739878080.999962,53.38745885744393,-1.483462661065184,74.14249,1.944994,0.9419095,137.0803797122203,24.19825850843921,3.374909627146793,4.736509478654163,-9999
