loggingTime(txt),loggingSample(N),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z)
2025-02-18T10:29:12.043Z,1,1739874551.99976,53.38769361965993,-1.484234157883734,73.82156,0,1.352307,163.5479959473975,180,3.361687527399728,4.745902864673269,-9999
2025-02-18T10:29:13.044Z,2,1739874552.999743,53.38769819310656,-1.484223389834048,73.80846,0.2323284,1.586436,163.548005144298,180,3.363282463447762,4.74477271361375,-9999
2025-02-18T10:29:14.050Z,3,1739874553.999728,53.38769923627176,-1.484212376276704,73.98638,0.3142156,1.562736,163.5480144744535,180,3.365075150233317,4.743501477397372,-9999
2025-02-18T10:29:15.043Z,4,1739874554.999712,53.3877003553237,-1.484187385704139,73.92073,0.8206577,1.448974,113.9496750019702,83.26700201900614,3.368438101828881,4.741113981643585,-9999
2025-02-18T10:29:16.046Z,5,1739874555.999696,53.38770415797196,-1.484154108862476,74.04189,1.531029,1.275551,92.21091063805191,28.28950564731119,3.371508278665208,4.73893120436252,-9999
2025-02-18T10:29:17.042Z,6,1739874556.999681,53.38770504970121,-1.48412851576067,73.8881,1.680184,1.281572,91.37478082888352,26.1313863516709,3.370700386261687,4.73950587496673,-9999
2025-02-18T10:29:18.042Z,7,1739874557.999664,53.38770461199582,-1.484109461176504,73.69449,1.451751,1.272528,93.7429831725773,29.81821601713094,3.374564683339118,4.73675524285868,-9999
2025-02-18T10:29:19.047Z,8,1739874558.999649,53.38770548326217,-1.484082918781755,73.65547,1.540587,1.275718,93.14811719729876,27.81647527861946,3.376297944227952,4.735519952929238,-9999
2025-02-18T10:29:20.039Z,9,1739874559.999634,53.38770649807656,-1.484057945949308,74.01869,1.623283,1.273682,90.2393191595077,26.64964266400541,3.375904704066364,4.735800297927629,-9999
2025-02-18T10:29:21.044Z,10,1739874560.999618,53.38770634606185,-1.484035651484584,73.75832,1.566196,1.278996,91.35124241711516,27.76592384090255,3.376160126068668,4.735618210533111,-9999
2025-02-18T10:29:22.045Z,11,1739874561.999602,53.38770489952498,-1.484016810989876,73.85784,1.398323,1.272929,95.43528560792507,30.94808277572902,3.377738208153271,4.734492753185958,-9999
2025-02-18T10:29:23.042Z,12,1739874562.999586,53.38770421632345,-1.483992020850691,73.72217,1.496278,1.213614,93.7866324583655,26.57881631671131,3.378945787966578,4.733630994783154,-9999
2025-02-18T10:29:24.045Z,13,1739874563.999575,53.38770213721329,-1.483969184532604,73.45901,1.482681,1.218431,96.26491780086236,27.26452251685775,3.378429469207074,4.733999509334791,-9999
2025-02-18T10:29:25.047Z,14,1739874564.999555,53.38769993065498,-1.483945040830625,73.49211,1.466632,1.241671,97.10815166974204,28.54162103136285,3.378540068512339,4.733920577940178,-9999
2025-02-18T10:29:26.048Z,15,1739874565.999543,53.38770081474429,-1.483921621025794,73.72663,1.460676,1.200022,93.45934132998515,26.9476897634001,3.37871614437827,4.733794909848385,-9999
2025-02-18T10:29:27.046Z,16,1739874566.999527,53.38770354525924,-1.483898478702601,73.7264,1.443743,1.142837,87.90668683574906,24.84072465717511,3.379972749320892,4.732897764228275,-9999
2025-02-18T10:29:28.041Z,17,1739874567.999512,53.38770485737717,-1.483876151326492,73.32752,1.482551,1.27268,86.76657731283213,28.46097851588373,3.381434071584299,4.731853828291579,-9999
2025-02-18T10:29:29.046Z,18,1739874568.999493,53.38770419736299,-1.483848651510794,73.57876,1.789092,1.003608,88.49026461829322,18.45897280482925,3.380708494691936,4.732372249380496,-9999
2025-02-18T10:29:30.041Z,19,1739874569.999476,53.38770573858246,-1.483824090400694,73.36323,1.792963,1.000693,86.21700044556562,19.41486540345457,3.379442475379304,4.733276411576979,-9999
2025-02-18T10:29:31.043Z,20,1739874570.999461,53.3877050713044,-1.483802366886646,73.39475,1.7536,1.005307,87.73872611621672,19.82633933547028,3.38015995027411,4.732764070112915,-9999
2025-02-18T10:29:32.045Z,21,1739874571.999445,53.38770588412476,-1.483777373940216,73.63374,1.819023,0.8842797,89.00197586674209,18.89330868081862,3.377668062307437,4.73454279668662,-9999
2025-02-18T10:29:33.042Z,22,1739874572.99943,53.38770695776808,-1.483754694916136,73.84307,1.818054,0.8673895,87.30698347199572,18.73026783076495,3.378293162599368,4.734096781892318,-9999
2025-02-18T10:29:34.041Z,23,1739874573.999414,53.38770694363073,-1.483730991499799,73.90885,1.757516,0.7691398,88.17642241991101,19.42784248333371,3.376929153063918,4.735069854603609,-9999
2025-02-18T10:29:35.042Z,24,1739874574.999398,53.38770894437265,-1.483708640631773,73.75366,1.752362,0.938364,83.79116974184396,19.8506619176996,3.380092011731833,4.732812591368424,-9999
2025-02-18T10:29:36.043Z,25,1739874575.999383,53.38771161224146,-1.483685306629685,73.69817,1.788243,0.8869706,80.71896509107317,19.3430160612995,3.380916639297469,4.732223548281541,-9999
2025-02-18T10:29:37.046Z,26,1739874576.999367,53.38771139881199,-1.483661154356787,73.86793,1.823106,0.8180113,84.60713528100598,17.87833266819647,3.379286383046393,4.733387853762467,-9999
2025-02-18T10:29:38.045Z,27,1739874577.999352,53.38771248114213,-1.483637979393094,73.94917,1.786125,0.9230343,85.20459805025992,19.38891955457394,3.379928167321031,4.73292960189973,-9999
2025-02-18T10:29:39.046Z,28,1739874578.999337,53.387714136304,-1.483616136019442,73.33363,1.771516,0.9307213,83.84891987806223,19.52078539968396,3.382249946155041,4.731270689204228,-9999
2025-02-18T10:29:40.047Z,29,1739874579.99932,53.38771503641009,-1.483589904455227,73.52311,1.789924,0.8378152,84.79243164947528,18.91596281549295,3.381286234012775,4.731959471135034,-9999
2025-02-18T10:29:41.043Z,30,1739874580.999309,53.38771651442186,-1.483566323764363,73.37088,1.788409,0.9309373,84.64518949739825,19.5125063728682,3.38037101414443,4.732613320304226,-9999
2025-02-18T10:29:42.043Z,31,1739874581.99929,53.38771862135458,-1.483542723767835,73.77326,1.795099,0.8477114,82.18922778202797,18.25319069425227,3.380378674837601,4.732607848479739,-9999
2025-02-18T10:29:43.048Z,32,1739874582.999274,53.38772169082633,-1.483520614893307,73.56886,1.840437,0.8190273,78.25991505334066,17.92206479529625,3.379314262402169,4.733367949854957,-9999
2025-02-18T10:29:44.040Z,33,1739874583.999258,53.38772224034533,-1.483499854855886,73.76463,1.77583,0.8443859,80.86538161448856,18.88094881665112,3.380829102620704,4.732286087258643,-9999
2025-02-18T10:29:45.041Z,34,1739874584.999242,53.38772258034607,-1.483476266130692,73.66727,1.780806,0.8963088,85.03963767651663,19.13308149482895,3.38036844299056,4.732615156805211,-9999
2025-02-18T10:29:46.046Z,35,1739874585.999227,53.38772219324557,-1.483454436697655,73.5648,1.755307,0.9730006,88.07136312137146,19.63198294074089,3.379228870275122,4.733428913070097,-9999
2025-02-18T10:29:47.045Z,36,1739874586.999211,53.38771849372195,-1.48343179599539,73.82968,1.786601,0.8695852,94.24956752149676,19.14958412873559,3.377269375781751,4.734827198134646,-9999
2025-02-18T10:29:48.044Z,37,1739874587.999199,53.3877155699206,-1.48341018548477,73.57352,1.758849,0.9014211,96.2763661348061,18.9668758263561,3.380829079347328,4.732286103885555,-9999
2025-02-18T10:29:49.045Z,38,1739874588.99918,53.38771479575888,-1.483388778233699,73.55419,1.738799,0.9011102,93.83780647143311,19.26366038237632,3.380127879838354,4.732786974788567,-9999
2025-02-18T10:29:50.048Z,39,1739874589.999164,53.38771411580082,-1.483365481163073,73.27843,1.755558,0.8506764,92.32363535214722,19.48489678898743,3.37976004869214,4.733049655988551,-9999
2025-02-18T10:29:51.049Z,40,1739874590.999149,53.3877143703945,-1.483344575322571,73.14804,1.735964,0.8842802,89.86199152291395,19.32511447352583,3.378136025759029,4.734208912189852,-9999
2025-02-18T10:29:52.045Z,41,1739874591.999133,53.38771618941387,-1.483324477183721,73.16662,1.727763,0.9328362,85.29001656447427,18.36324604822958,3.379188626656061,4.733457643020285,-9999
2025-02-18T10:29:53.045Z,42,1739874592.999117,53.38771754754257,-1.483301799438365,73.2786,1.745413,0.8197681,86.77582664296034,18.05511196312541,3.380246283325154,4.732702409496642,-9999
2025-02-18T10:29:54.039Z,43,1739874593.999103,53.38771201259647,-1.48327631520174,72.70776,1.808526,0.8871228,96.00278135254953,18.93576551000229,3.379156571263804,4.733480527019572,-9999
2025-02-18T10:29:55.041Z,44,1739874594.999087,53.38771248525292,-1.483241701401578,72.14963,1.962618,0.8399514,94.06300254520649,20.04332977330751,3.36991962488773,4.740061049668598,-9999
2025-02-18T10:29:56.043Z,45,1739874595.999071,53.3877202311489,-1.483212876894688,72.35452,1.996522,0.9659699,82.49484605582668,20.68806573931601,3.362567571604522,4.745279376304676,-9999
2025-02-18T10:29:57.041Z,46,1739874596.999055,53.38771598225237,-1.483198713555272,72.23454,1.727747,0.8540553,83.53592380295326,20.598800037395,3.378812596881787,4.733726066001473,-9999
2025-02-18T10:29:58.045Z,47,1739874597.99904,53.38771980084267,-1.483187243395707,72.40579,1.56324,0.8722819,78.35160260819653,20.30977328967113,3.382111766748412,4.731369466656643,-9999
